Instability, Abstractness
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927186, 0.070083 
0.927223, 0.070053 
0.927223, 0.070053 
0.927223, 0.070053 
0.927223, 0.070053 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.070022 
0.927223, 0.069961 
0.927223, 0.069961 
0.927223, 0.069961 
0.927223, 0.069961 
0.927223, 0.069961 
0.927223, 0.069961 
0.927209, 0.069869 
0.927209, 0.069869 
0.927209, 0.069869 
0.927209, 0.069869 
0.927209, 0.069869 
0.927209, 0.069869 
0.927233, 0.069838 
0.927281, 0.069808 
0.927281, 0.069808 
0.927281, 0.069808 
0.927281, 0.069808 
0.927281, 0.069808 
0.927281, 0.069808 
0.927211, 0.069747 
0.927209, 0.069595 
0.927122, 0.069475 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069414 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927185, 0.069384 
0.927257, 0.069324 
0.927257, 0.069324 
0.927257, 0.069324 
0.927257, 0.069324 
0.927257, 0.069324 
0.927257, 0.069324 
0.927336, 0.069294 
0.927336, 0.069294 
0.927336, 0.069294 
0.927336, 0.069294 
0.927408, 0.069204 
0.927408, 0.069204 
0.927408, 0.069204 
0.927408, 0.069204 
0.927408, 0.069204 
0.927408, 0.069204 
0.927432, 0.069174 
0.927436, 0.069144 
0.927436, 0.069114 
0.927436, 0.069114 
0.927436, 0.069114 
0.927436, 0.069114 
0.927436, 0.069114 
0.927436, 0.069114 
0.927436, 0.069085 
0.927425, 0.069025 
0.927425, 0.069025 
0.927449, 0.068995 
0.927449, 0.068995 
0.927449, 0.068995 
0.927449, 0.068995 
0.927449, 0.068995 
0.927449, 0.068995 
0.927449, 0.068995 
0.927472, 0.068936 
0.927472, 0.068936 
0.927472, 0.068936 
0.927472, 0.068936 
0.927472, 0.068936 
0.927472, 0.068936 
0.927472, 0.068936 
0.927472, 0.068936 
0.927524, 0.068876 
0.927524, 0.068876 
0.927524, 0.068876 
0.927524, 0.068876 
0.927529, 0.068817 
0.927529, 0.068817 
0.927529, 0.068817 
0.927529, 0.068817 
0.927529, 0.068817 
0.927565, 0.068729 
0.927565, 0.068729 
0.927565, 0.068729 
0.927565, 0.068729 
0.927565, 0.068729 
0.927565, 0.068729 
0.927596, 0.068699 
0.927596, 0.068699 
0.927596, 0.068699 
0.927596, 0.068699 
0.927596, 0.068699 
0.927596, 0.068699 
0.927619, 0.068670 
0.927619, 0.068640 
0.927623, 0.068611 
0.927631, 0.068581 
0.927631, 0.068581 
0.927631, 0.068581 
0.927631, 0.068581 
0.927631, 0.068581 
0.927721, 0.068493 
0.927622, 0.068405 
0.927622, 0.068405 
0.927622, 0.068376 
0.927622, 0.068376 
0.927622, 0.068347 
0.927622, 0.068347 
0.927622, 0.068318 
0.927622, 0.068318 
0.927622, 0.068318 
0.927622, 0.068318 
0.927622, 0.068318 
0.927622, 0.068318 
0.927622, 0.068318 
0.927622, 0.068318 
0.927611, 0.068085 
0.927611, 0.068085 
0.927588, 0.068056 
0.927573, 0.068027 
0.927527, 0.067768 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927590, 0.067711 
0.927626, 0.067653 
0.927432, 0.067875 
0.925843, 0.066776 
0.923655, 0.062862 
0.921659, 0.059729 
0.922104, 0.059701 
0.921895, 0.059442 
0.921968, 0.059249 
0.921989, 0.059227 
0.921989, 0.059227 
0.922201, 0.059035 
0.921854, 0.058739 
0.921847, 0.058718 
0.921847, 0.058718 
0.921847, 0.058718 
0.921847, 0.058718 
0.921847, 0.058718 
0.921847, 0.058718 
0.921942, 0.058613 
0.922416, 0.058446 
0.922440, 0.058384 
0.922484, 0.058363 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922500, 0.058342 
0.922275, 0.060220 
0.922385, 0.060092 
0.922405, 0.060028 
0.922468, 0.059944 
0.922468, 0.059944 
0.922468, 0.059944 
0.922468, 0.059944 
0.922468, 0.059944 
0.922468, 0.059944 
0.922468, 0.059944 
0.922507, 0.059901 
0.921953, 0.060882 
0.921726, 0.062021 
0.921809, 0.062283 
0.922068, 0.062218 
0.922248, 0.062110 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.921975, 0.061981 
0.922052, 0.061938 
0.922052, 0.061938 
0.922052, 0.061938 
0.922052, 0.061938 
0.922052, 0.061938 
0.921966, 0.061873 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921940, 0.061809 
0.921929, 0.061724 
0.921873, 0.061703 
0.921892, 0.061491 
0.921892, 0.061491 
0.921938, 0.061470 
0.921916, 0.061449 
0.921958, 0.061428 
0.921951, 0.061407 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.921951, 0.061364 
0.922015, 0.064593 
0.922015, 0.064593 
0.922015, 0.064593 
0.922015, 0.064593 
0.922015, 0.064593 
0.922015, 0.064593 
0.922015, 0.064593 
0.921977, 0.064571 
0.921194, 0.063916 
0.920862, 0.063444 
0.920920, 0.063253 
0.920920, 0.063190 
0.920930, 0.062541 
0.920659, 0.062315 
0.920580, 0.062294 
0.920538, 0.062212 
0.920538, 0.062212 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920513, 0.062130 
0.920600, 0.062069 
0.920964, 0.062581 
0.920972, 0.066775 
0.920969, 0.066710 
0.920969, 0.066710 
0.920969, 0.066710 
0.921074, 0.066623 
0.921074, 0.066623 
0.921090, 0.066580 
0.921383, 0.085495 
0.922120, 0.083022 
0.922108, 0.083489 
0.922108, 0.083489 
0.922548, 0.080227 
0.921604, 0.078471 
0.921896, 0.078243 
0.921941, 0.078220 
0.921976, 0.078198 
0.921959, 0.078152 
0.922012, 0.077477 
0.921995, 0.077455 
0.921995, 0.077455 
0.922054, 0.077432 
0.922057, 0.077410 
0.922027, 0.077388 
0.922041, 0.077366 
0.922041, 0.077366 
0.922041, 0.077366 
0.922041, 0.077366 
0.922041, 0.077366 
0.922041, 0.077366 
0.922113, 0.077806 
0.922086, 0.077784 
0.922059, 0.077762 
0.922009, 0.077717 
0.921972, 0.077695 
0.921935, 0.077673 
0.921911, 0.077650 
0.921912, 0.077628 
0.921875, 0.077606 
0.921838, 0.077584 
0.921801, 0.077562 
0.921591, 0.077384 
0.921591, 0.077340 
0.921150, 0.077601 
0.921084, 0.077359 
0.920538, 0.077552 
0.920501, 0.077530 
0.920475, 0.077508 
0.920439, 0.077487 
0.920402, 0.077465 
0.920366, 0.077443 
0.920329, 0.077421 
0.920293, 0.077399 
0.920267, 0.077378 
0.919505, 0.077483 
0.919469, 0.077461 
0.919432, 0.077439 
0.919396, 0.077418 
0.919363, 0.077396 
0.919327, 0.077374 
0.919300, 0.077331 
0.919270, 0.077310 
0.919197, 0.077245 
0.919185, 0.077223 
0.919185, 0.077223 
0.919185, 0.077223 
0.919185, 0.077223 
0.919185, 0.077223 
0.919185, 0.077223 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919149, 0.077202 
0.919457, 0.076288 
0.919488, 0.076162 
0.919488, 0.076162 
0.919551, 0.076120 
0.919744, 0.075477 
0.919761, 0.075456 
0.919761, 0.075456 
0.919761, 0.075456 
0.919761, 0.075456 
0.919761, 0.075456 
0.919761, 0.075456 
0.919761, 0.075456 
0.919778, 0.075436 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919871, 0.075585 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919990, 0.075441 
0.919880, 0.075318 
0.919880, 0.075318 
0.919880, 0.075318 
0.919880, 0.075318 
0.919880, 0.075318 
0.919880, 0.075318 
0.919840, 0.075237 
0.919914, 0.075216 
0.919748, 0.075803 
0.919748, 0.075803 
0.919748, 0.075803 
0.919748, 0.075803 
0.919748, 0.075803 
0.919748, 0.075803 
0.919686, 0.075970 
0.919663, 0.075888 
0.919634, 0.075868 
0.919563, 0.075766 
0.919545, 0.075745 
0.919545, 0.075745 
0.919533, 0.075725 
0.919544, 0.075684 
0.919504, 0.075644 
0.919504, 0.075644 
0.919306, 0.075421 
0.919243, 0.075381 
0.919243, 0.075381 
0.919243, 0.075381 
0.919162, 0.075321 
0.919181, 0.075260 
0.919107, 0.075200 
0.919089, 0.075180 
0.919089, 0.075180 
0.919056, 0.075020 
0.918580, 0.074446 
0.918436, 0.074113 
0.918091, 0.073556 
0.918091, 0.073556 
0.918111, 0.073537 
0.918101, 0.073518 
0.918033, 0.073480 
0.918033, 0.073480 
0.918033, 0.073461 
0.918019, 0.073442 
0.917998, 0.073423 
0.917981, 0.073404 
0.917967, 0.073385 
0.917950, 0.073366 
0.917818, 0.073196 
0.917811, 0.073158 
0.917791, 0.073139 
0.917772, 0.073064 
0.917745, 0.073045 
0.917754, 0.073026 
0.917744, 0.073008 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917740, 0.072989 
0.917699, 0.072839 
0.917708, 0.072802 
0.917904, 0.071986 
0.917796, 0.071286 
0.917932, 0.071482 
0.918007, 0.071393 
0.918039, 0.071322 
0.918919, 0.069660 
0.918856, 0.069576 
0.918738, 0.070358 
0.918624, 0.071739 
0.918619, 0.071929 
0.918623, 0.071911 
0.918623, 0.071911 
0.918609, 0.071842 
0.918515, 0.072837 
0.918558, 0.072074 
0.918539, 0.073240 
0.919439, 0.076439 
0.919563, 0.076067 
0.919596, 0.075420 
0.919615, 0.075333 
0.920058, 0.075386 
0.920058, 0.075386 
0.920171, 0.075318 
0.920390, 0.075135 
0.920364, 0.075068 
0.920366, 0.075000 
0.920372, 0.074966 
0.920417, 0.074899 
0.920525, 0.074680 
0.920569, 0.074181 
0.920612, 0.074066 
0.920629, 0.074066 
0.920806, 0.073901 
0.920784, 0.073852 
0.921015, 0.074213 
0.921342, 0.075016 
0.921345, 0.075016 
0.921297, 0.076063 
0.921496, 0.075814 
0.921554, 0.075781 
0.921567, 0.075764 
0.921630, 0.075715 
0.921519, 0.075853 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921520, 0.075837 
0.921496, 0.075820 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921496, 0.075804 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075771 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075754 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921505, 0.075738 
0.921484, 0.075705 
0.921484, 0.075705 
0.921484, 0.075705 
0.921484, 0.075705 
0.921484, 0.075705 
0.921484, 0.075705 
0.921484, 0.075705 
0.921484, 0.075705 
0.921388, 0.075610 
0.921388, 0.075610 
0.921388, 0.075610 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921324, 0.075496 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921335, 0.075447 
0.921440, 0.075334 
0.921255, 0.076047 
0.921217, 0.075852 
0.921087, 0.075593 
0.921149, 0.075560 
0.921149, 0.075560 
0.921098, 0.075399 
0.921078, 0.075335 
0.921096, 0.075159 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921075, 0.075143 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.921045, 0.075324 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.920998, 0.075424 
0.921003, 0.075328 
0.921003, 0.075296 
0.921038, 0.075264 
0.921141, 0.075248 
0.921266, 0.075706 
0.921317, 0.075579 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921299, 0.075547 
0.921310, 0.075531 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921343, 0.075484 
0.921290, 0.075598 
0.921290, 0.075598 
0.921290, 0.075598 
0.921290, 0.075598 
0.921290, 0.075598 
0.921290, 0.075598 
0.921290, 0.075535 
0.921290, 0.075535 
0.921290, 0.075535 
0.921290, 0.075535 
0.921290, 0.075535 
0.921290, 0.075535 
0.921290, 0.075535 
0.921313, 0.075488 
0.921313, 0.075488 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921260, 0.075440 
0.921288, 0.075361 
0.921320, 0.075298 
0.921320, 0.075298 
0.921320, 0.075298 
0.921416, 0.075944 
0.921416, 0.075944 
0.921398, 0.075912 
0.921404, 0.075802 
0.921404, 0.075802 
0.921229, 0.076012 
0.921229, 0.076012 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921240, 0.075918 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921248, 0.076477 
0.921277, 0.076429 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
0.921243, 0.076366 
