Instability, Abstractness
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929481, 0.161538 
0.929036, 0.160714 
0.928824, 0.159898 
0.928824, 0.159898 
0.928824, 0.159898 
0.928824, 0.159898 
0.928824, 0.159898 
0.928824, 0.159898 
0.928824, 0.159898 
0.928974, 0.192308 
0.929293, 0.191388 
0.929211, 0.190024 
0.927617, 0.187793 
0.927858, 0.186916 
0.928335, 0.186047 
0.928159, 0.185185 
0.927303, 0.192744 
0.925574, 0.188053 
0.925574, 0.188053 
0.925574, 0.188053 
0.925574, 0.188053 
0.925574, 0.188053 
0.925574, 0.188053 
0.925704, 0.186404 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925656, 0.185996 
0.925992, 0.183585 
0.925795, 0.180467 
0.925795, 0.180467 
0.925795, 0.180467 
0.925795, 0.180467 
0.925795, 0.180467 
0.925795, 0.180467 
0.925795, 0.180467 
0.925832, 0.180085 
0.925832, 0.180085 
0.925749, 0.179325 
0.925665, 0.178947 
0.925665, 0.178947 
0.925665, 0.178947 
0.925564, 0.178571 
0.925778, 0.178197 
0.925778, 0.178197 
0.925806, 0.177083 
0.925706, 0.176715 
0.925285, 0.175983 
0.925321, 0.175258 
0.925358, 0.174538 
0.925388, 0.174180 
0.925589, 0.173824 
0.925589, 0.173824 
0.925454, 0.173469 
0.925428, 0.173116 
0.925428, 0.173116 
0.925475, 0.172764 
0.925812, 0.170341 
0.925663, 0.170000 
0.925663, 0.170000 
0.925690, 0.168986 
0.925577, 0.168651 
0.925577, 0.168651 
0.924895, 0.167653 
0.924819, 0.167323 
0.924819, 0.167323 
0.924756, 0.165692 
0.924769, 0.165370 
0.924677, 0.165049 
0.924677, 0.165049 
0.924567, 0.164729 
0.924567, 0.164729 
0.924437, 0.163776 
0.924433, 0.163462 
0.924433, 0.163462 
0.924374, 0.162214 
0.923985, 0.161290 
0.923947, 0.160985 
0.923842, 0.160681 
0.923842, 0.160681 
0.923494, 0.161351 
0.923700, 0.160149 
0.923716, 0.159851 
0.923936, 0.154122 
0.923867, 0.153571 
0.923867, 0.153571 
0.923702, 0.153298 
0.923619, 0.153025 
0.923619, 0.153025 
0.923633, 0.152212 
0.923937, 0.148464 
0.924227, 0.148211 
0.924227, 0.148211 
0.924377, 0.147959 
0.924479, 0.147708 
0.924479, 0.147708 
0.924536, 0.147458 
0.924846, 0.147208 
0.924846, 0.147208 
0.925083, 0.146465 
0.925083, 0.146465 
0.924990, 0.146218 
0.924990, 0.146218 
0.924927, 0.145973 
0.924927, 0.145973 
0.924981, 0.145729 
0.924981, 0.145729 
0.925019, 0.145485 
0.925019, 0.145485 
0.925304, 0.145242 
0.925304, 0.145242 
0.925255, 0.145000 
0.925255, 0.145000 
0.925178, 0.144759 
0.925178, 0.144759 
0.925115, 0.144279 
0.925115, 0.144279 
0.925110, 0.144040 
0.925110, 0.144040 
0.925110, 0.144040 
0.924914, 0.143564 
0.924914, 0.143564 
0.924924, 0.142857 
0.924924, 0.142857 
0.924764, 0.140777 
0.924764, 0.140777 
0.924764, 0.140777 
0.924764, 0.140777 
0.924764, 0.140777 
0.924944, 0.140549 
0.925019, 0.140097 
0.925028, 0.139871 
0.924907, 0.139423 
0.924907, 0.139423 
0.924907, 0.139423 
0.924805, 0.139200 
0.924805, 0.139200 
0.924689, 0.138978 
0.924689, 0.138978 
0.924689, 0.138978 
0.924671, 0.138756 
0.924671, 0.138756 
0.924682, 0.138535 
0.924682, 0.138535 
0.924594, 0.138315 
0.924594, 0.138315 
0.924858, 0.131818 
0.924765, 0.128698 
0.924765, 0.128698 
0.924604, 0.127753 
0.924604, 0.127753 
0.923839, 0.124464 
0.923839, 0.124464 
0.923825, 0.124286 
0.923825, 0.124286 
0.923836, 0.124108 
0.923810, 0.123932 
0.923810, 0.123932 
0.923630, 0.122708 
0.923630, 0.122708 
0.923578, 0.122363 
0.923578, 0.122363 
0.923478, 0.122191 
0.922679, 0.121678 
0.922555, 0.121508 
0.922555, 0.121508 
0.922581, 0.121001 
0.922706, 0.120666 
0.922706, 0.120666 
0.923550, 0.117727 
0.923550, 0.117727 
0.923391, 0.116779 
0.923391, 0.116779 
0.923366, 0.116622 
0.923366, 0.116622 
0.923497, 0.116155 
0.923377, 0.116000 
0.923377, 0.116000 
0.923388, 0.115691 
0.923304, 0.115385 
0.923423, 0.115079 
0.923423, 0.115079 
0.923303, 0.114474 
0.923575, 0.113577 
0.923878, 0.111825 
0.923878, 0.111825 
0.924168, 0.110266 
0.924051, 0.110127 
0.924051, 0.110127 
0.924049, 0.109987 
0.924001, 0.109848 
0.924001, 0.109848 
0.923684, 0.109434 
0.923881, 0.108479 
0.923881, 0.108479 
0.923879, 0.108344 
0.923879, 0.108344 
0.923739, 0.107940 
0.923738, 0.107673 
0.923738, 0.107673 
0.923738, 0.107673 
0.923337, 0.107143 
0.923337, 0.107143 
0.923088, 0.106487 
0.923088, 0.106487 
0.923156, 0.106227 
0.923111, 0.106098 
0.923111, 0.106098 
0.923133, 0.105711 
0.923054, 0.105583 
0.923021, 0.105455 
0.923021, 0.105455 
0.923043, 0.105072 
0.922977, 0.104819 
0.923010, 0.104693 
0.923032, 0.104567 
0.923032, 0.104567 
0.923099, 0.104442 
0.923099, 0.104442 
0.923099, 0.104442 
0.923099, 0.104442 
0.923265, 0.103325 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923143, 0.103203 
0.923176, 0.102959 
0.922857, 0.102473 
0.922769, 0.102353 
0.923132, 0.101993 
0.923066, 0.101163 
0.923099, 0.100230 
0.923099, 0.100230 
0.922990, 0.101149 
0.922936, 0.100457 
0.922925, 0.100342 
0.922925, 0.100342 
0.922925, 0.100342 
0.922741, 0.100000 
0.922764, 0.099660 
0.922724, 0.097887 
0.922703, 0.097778 
0.923161, 0.097238 
0.923056, 0.097130 
0.923056, 0.097130 
0.922721, 0.096491 
0.923574, 0.095238 
0.923603, 0.095135 
0.923739, 0.093917 
0.924162, 0.093717 
0.924305, 0.093418 
0.924313, 0.093319 
0.924427, 0.085770 
0.924597, 0.085520 
0.924498, 0.085271 
0.924522, 0.085106 
0.924754, 0.084778 
0.925081, 0.084291 
0.925178, 0.084050 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925264, 0.083810 
0.925388, 0.083730 
0.925388, 0.083730 
0.925454, 0.083650 
0.925454, 0.083650 
0.925454, 0.083650 
0.925454, 0.083650 
0.925454, 0.083650 
0.925454, 0.083650 
0.925454, 0.083650 
0.925403, 0.083412 
0.925403, 0.083412 
0.925403, 0.083412 
0.925403, 0.083412 
0.925403, 0.083412 
0.925403, 0.083412 
0.925403, 0.083412 
0.925352, 0.083176 
0.925352, 0.083176 
0.925352, 0.083176 
0.925352, 0.083176 
0.925352, 0.083176 
0.925352, 0.083176 
0.925352, 0.083176 
0.925352, 0.083176 
0.925360, 0.083097 
0.925360, 0.083097 
0.925360, 0.083097 
0.925360, 0.083097 
0.925360, 0.083097 
0.925360, 0.083097 
0.925360, 0.083097 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925368, 0.083019 
0.925426, 0.082941 
0.925332, 0.082863 
0.925398, 0.082785 
0.925304, 0.082707 
0.925252, 0.082552 
0.925301, 0.082474 
0.925358, 0.082397 
0.925274, 0.082320 
0.925363, 0.082243 
0.925295, 0.082166 
0.925360, 0.082090 
0.925284, 0.082013 
0.925341, 0.081937 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925264, 0.081860 
0.925229, 0.081784 
0.925229, 0.081784 
0.925229, 0.081784 
0.925229, 0.081784 
0.925229, 0.081784 
0.925229, 0.081784 
0.925229, 0.081784 
0.925247, 0.081633 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925068, 0.083179 
0.925016, 0.083102 
0.925032, 0.082797 
0.924914, 0.082267 
0.924795, 0.082117 
0.924760, 0.082042 
0.924803, 0.081835 
0.925027, 0.081614 
0.925027, 0.081614 
0.925027, 0.081614 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924952, 0.081541 
0.924878, 0.081468 
0.924940, 0.081633 
0.924940, 0.081633 
0.924940, 0.081633 
0.924940, 0.081633 
0.924940, 0.081633 
0.924940, 0.081633 
0.925076, 0.081344 
0.925076, 0.081344 
0.925076, 0.081344 
0.925076, 0.081344 
0.925076, 0.081344 
0.925076, 0.081344 
0.924920, 0.081057 
0.924920, 0.081057 
0.924920, 0.081057 
0.924920, 0.081057 
0.924920, 0.081057 
0.924920, 0.081057 
0.924920, 0.081057 
0.924790, 0.080915 
0.924534, 0.080420 
0.923258, 0.078970 
0.923468, 0.078767 
0.923537, 0.078632 
0.923372, 0.078231 
0.923488, 0.078165 
0.923503, 0.078098 
0.923618, 0.077506 
0.923618, 0.077506 
0.923601, 0.077311 
0.923524, 0.077246 
0.923524, 0.077246 
0.923469, 0.077181 
0.923476, 0.077052 
0.923430, 0.076987 
0.924592, 0.076412 
0.924547, 0.076349 
0.924634, 0.076033 
0.924625, 0.075970 
0.924475, 0.075845 
0.924162, 0.075596 
0.924005, 0.075534 
0.923714, 0.074858 
0.923486, 0.074615 
0.923486, 0.074615 
0.923450, 0.074554 
0.923449, 0.074373 
0.923449, 0.074194 
0.923163, 0.073424 
0.923163, 0.073424 
0.923063, 0.073074 
0.923063, 0.073074 
0.923199, 0.072727 
0.923206, 0.072612 
0.923134, 0.072555 
0.923134, 0.072555 
0.923113, 0.072498 
0.923034, 0.072441 
0.923198, 0.072384 
0.923056, 0.072713 
0.922999, 0.072656 
0.922669, 0.072205 
0.922763, 0.071815 
0.922720, 0.071155 
0.922624, 0.070992 
0.922687, 0.070776 
0.922178, 0.070083 
0.922178, 0.070083 
0.922178, 0.070083 
0.922178, 0.070083 
0.922247, 0.069820 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922254, 0.069767 
0.922276, 0.069663 
0.922649, 0.068787 
0.922670, 0.068332 
0.922953, 0.067148 
0.922764, 0.066955 
0.922764, 0.066955 
0.922757, 0.066906 
0.922790, 0.066858 
0.922816, 0.066762 
0.922647, 0.066524 
0.922583, 0.066476 
0.922682, 0.066287 
0.922903, 0.066239 
0.922941, 0.066192 
0.923013, 0.066004 
0.923064, 0.065911 
0.923090, 0.065911 
0.923313, 0.071378 
0.923339, 0.071227 
0.923255, 0.071027 
0.923546, 0.070090 
0.923546, 0.070090 
0.923546, 0.070090 
0.923533, 0.069464 
0.923733, 0.066491 
0.923683, 0.066404 
0.923782, 0.066143 
0.923781, 0.066623 
0.923915, 0.066406 
0.924521, 0.073312 
0.924698, 0.075351 
0.924796, 0.074921 
0.924623, 0.073429 
0.924898, 0.072348 
0.924924, 0.072260 
0.924675, 0.072171 
0.924781, 0.071213 
0.925071, 0.075030 
0.925041, 0.074985 
0.925187, 0.074895 
0.925140, 0.074850 
0.925216, 0.074761 
0.925227, 0.074761 
0.925186, 0.074716 
0.925146, 0.077107 
0.925182, 0.076877 
0.925204, 0.076786 
0.925225, 0.077151 
0.925252, 0.076923 
0.925358, 0.076561 
0.925411, 0.076653 
0.925123, 0.076385 
0.925056, 0.076340 
0.925433, 0.076074 
0.925452, 0.075986 
0.925506, 0.075942 
0.925456, 0.075898 
0.925517, 0.075854 
0.925549, 0.075766 
0.925549, 0.075766 
0.926655, 0.074814 
0.926758, 0.074644 
0.926746, 0.074516 
0.926867, 0.074390 
0.926932, 0.074221 
0.927099, 0.076142 
0.926988, 0.077615 
0.927094, 0.077009 
0.927076, 0.076923 
0.927085, 0.076454 
0.927047, 0.076327 
0.927011, 0.076159 
0.927397, 0.075082 
0.927397, 0.075082 
0.927397, 0.075082 
0.927397, 0.075082 
0.927397, 0.075082 
0.927397, 0.075082 
0.927338, 0.076004 
0.927397, 0.075881 
0.927349, 0.076381 
0.927349, 0.076381 
0.927349, 0.076381 
0.927349, 0.076381 
0.927349, 0.076381 
0.927349, 0.076381 
0.927341, 0.076299 
0.927485, 0.075240 
0.927436, 0.075080 
0.927389, 0.075000 
0.927435, 0.074801 
0.927169, 0.075053 
0.927066, 0.075909 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926968, 0.075750 
0.926146, 0.076161 
0.926146, 0.076161 
0.926146, 0.076161 
0.926146, 0.076161 
0.926146, 0.076161 
0.926146, 0.076161 
0.926195, 0.075452 
0.926195, 0.075452 
0.926195, 0.075452 
0.926195, 0.075452 
0.926195, 0.075452 
0.926195, 0.075452 
0.926195, 0.075452 
0.926723, 0.074528 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926876, 0.074414 
0.926994, 0.074484 
0.927011, 0.074185 
0.927011, 0.074185 
0.927011, 0.074185 
0.927011, 0.074185 
0.927011, 0.074185 
0.927011, 0.074185 
0.927003, 0.074148 
0.926946, 0.074537 
0.926873, 0.074426 
0.926835, 0.074388 
0.926867, 0.074351 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926847, 0.074314 
0.926900, 0.074203 
0.926920, 0.073835 
0.926920, 0.073835 
0.926920, 0.073835 
0.926920, 0.073835 
0.926920, 0.073835 
0.927007, 0.073689 
0.927340, 0.073183 
0.927329, 0.075527 
0.927000, 0.076550 
0.927069, 0.076513 
0.927252, 0.076035 
0.927197, 0.075998 
0.926561, 0.075499 
0.926320, 0.075472 
0.926341, 0.075436 
0.926341, 0.075436 
0.926341, 0.075436 
0.926341, 0.075436 
0.926341, 0.075436 
0.926341, 0.075436 
0.926273, 0.075330 
0.926273, 0.075330 
0.926273, 0.075330 
0.926249, 0.075259 
0.926249, 0.075259 
0.926249, 0.075259 
0.926249, 0.075259 
0.926249, 0.075259 
0.926249, 0.075259 
0.926231, 0.074941 
0.926286, 0.074906 
0.926160, 0.074801 
0.926160, 0.074801 
0.926160, 0.074801 
0.926160, 0.074801 
0.926160, 0.074801 
0.926160, 0.074801 
0.926160, 0.074801 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926141, 0.074766 
0.926166, 0.074731 
0.926281, 0.074697 
0.926281, 0.074697 
0.926281, 0.074697 
0.926281, 0.074697 
0.926281, 0.074697 
0.926281, 0.074697 
0.926281, 0.074697 
0.926285, 0.074662 
0.926285, 0.074662 
0.926249, 0.074627 
0.926249, 0.074627 
0.926249, 0.074627 
0.926249, 0.074627 
0.926249, 0.074627 
0.926249, 0.074627 
0.926249, 0.074627 
0.926121, 0.074488 
0.926106, 0.074453 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074419 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074384 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926153, 0.074349 
0.926191, 0.074315 
0.926191, 0.074315 
0.926191, 0.074315 
0.926191, 0.074315 
0.926191, 0.074315 
0.926191, 0.074315 
0.926195, 0.074280 
0.926195, 0.074280 
0.926195, 0.074280 
0.926195, 0.074280 
0.926195, 0.074280 
0.926195, 0.074280 
0.926195, 0.074280 
0.926195, 0.074280 
0.926199, 0.074246 
0.926199, 0.074246 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926150, 0.074212 
0.926238, 0.073733 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926309, 0.073260 
0.926290, 0.073227 
0.926273, 0.073126 
0.926361, 0.072959 
0.926473, 0.072727 
0.926585, 0.072431 
0.926664, 0.072365 
0.926725, 0.072170 
0.926712, 0.071942 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926797, 0.071685 
0.926769, 0.071652 
0.926769, 0.071652 
0.926769, 0.071652 
0.926769, 0.071652 
0.926769, 0.071652 
0.926769, 0.071620 
0.926769, 0.071620 
0.926769, 0.071620 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926773, 0.071588 
0.926726, 0.071301 
0.926726, 0.071301 
0.926726, 0.071301 
0.926726, 0.071301 
0.926726, 0.071301 
0.926726, 0.071301 
0.926726, 0.071301 
0.926742, 0.071269 
0.926742, 0.071269 
0.926707, 0.071238 
0.926707, 0.071238 
0.926707, 0.071238 
0.926707, 0.071238 
0.926707, 0.071238 
0.926982, 0.070796 
0.926932, 0.070734 
0.926932, 0.070734 
0.926940, 0.070703 
0.926940, 0.070703 
0.926948, 0.070671 
0.926948, 0.070671 
0.926960, 0.070640 
0.926960, 0.070640 
0.926960, 0.070640 
0.926960, 0.070640 
0.926960, 0.070640 
0.926960, 0.070640 
0.926960, 0.070640 
0.926960, 0.070640 
0.926993, 0.070609 
0.926993, 0.070609 
0.927021, 0.070578 
0.927021, 0.070578 
0.927021, 0.070578 
0.927021, 0.070578 
0.927021, 0.070578 
0.927021, 0.070578 
0.927021, 0.070578 
0.927021, 0.070578 
0.927025, 0.070547 
0.927025, 0.070547 
0.927025, 0.070547 
0.927025, 0.070547 
0.927025, 0.070547 
0.927025, 0.070547 
0.927025, 0.070547 
0.927025, 0.070547 
0.926995, 0.070454 
0.926995, 0.070454 
0.926995, 0.070454 
0.926995, 0.070454 
0.926995, 0.070454 
0.926995, 0.070454 
0.927069, 0.070361 
0.927105, 0.070237 
0.927149, 0.070206 
0.927149, 0.070206 
0.927149, 0.070206 
0.927149, 0.070206 
0.927149, 0.070206 
0.927149, 0.070206 
0.927149, 0.070206 
0.927157, 0.070114 
